period,dimension,org_level,org_code,org_name,measure1,count_of,value
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Declined To Respond,deliveries,25
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,200
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Not Taking Supplement,deliveries,145
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Start Of Pregnancy,deliveries,1275
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RGP,James Paget University Hospitals NHS Foundation Trust,Before Pregnancy,deliveries,305
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RGP,James Paget University Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RGP,James Paget University Hospitals NHS Foundation Trust,Not Taking Supplement,deliveries,205
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RGP,James Paget University Hospitals NHS Foundation Trust,Start Of Pregnancy,deliveries,740
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RGR,West Suffolk NHS Foundation Trust,Before Pregnancy,deliveries,475
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RGR,West Suffolk NHS Foundation Trust,Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RGR,West Suffolk NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,230
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RGR,West Suffolk NHS Foundation Trust,Not Taking Supplement,deliveries,100
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RGR,West Suffolk NHS Foundation Trust,Start Of Pregnancy,deliveries,1075
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RGT,Cambridge University Hospitals NHS Foundation Trust,Before Pregnancy,deliveries,40
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RGT,Cambridge University Hospitals NHS Foundation Trust,Declined To Respond,deliveries,25
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RGT,Cambridge University Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,3530
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RGT,Cambridge University Hospitals NHS Foundation Trust,Not Taking Supplement,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RGT,Cambridge University Hospitals NHS Foundation Trust,Start Of Pregnancy,deliveries,55
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RH8,Royal Devon and Exeter NHS Foundation Trust,Before Pregnancy,deliveries,1540
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RH8,Royal Devon and Exeter NHS Foundation Trust,Declined To Respond,deliveries,95
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RH8,Royal Devon and Exeter NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,55
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RH8,Royal Devon and Exeter NHS Foundation Trust,Not Taking Supplement,deliveries,75
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RH8,Royal Devon and Exeter NHS Foundation Trust,Start Of Pregnancy,deliveries,1265
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHM,University Hospital Southampton NHS Foundation Trust,Before Pregnancy,deliveries,715
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHM,University Hospital Southampton NHS Foundation Trust,Declined To Respond,deliveries,35
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHM,University Hospital Southampton NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,70
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHM,University Hospital Southampton NHS Foundation Trust,Not Taking Supplement,deliveries,210
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHM,University Hospital Southampton NHS Foundation Trust,Start Of Pregnancy,deliveries,1625
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Before Pregnancy,deliveries,80
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Declined To Respond,deliveries,40
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,4645
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Not Taking Supplement,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Start Of Pregnancy,deliveries,180
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHU,Portsmouth Hospitals University National Health Service Trust,Before Pregnancy,deliveries,895
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHU,Portsmouth Hospitals University National Health Service Trust,Declined To Respond,deliveries,555
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHU,Portsmouth Hospitals University National Health Service Trust,Missing Value / Value outside reporting parameters,deliveries,290
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHU,Portsmouth Hospitals University National Health Service Trust,Not Taking Supplement,deliveries,300
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHU,Portsmouth Hospitals University National Health Service Trust,Start Of Pregnancy,deliveries,2145
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHW,Royal Berkshire NHS Foundation Trust,Before Pregnancy,deliveries,1290
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHW,Royal Berkshire NHS Foundation Trust,Declined To Respond,deliveries,55
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHW,Royal Berkshire NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,20
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHW,Royal Berkshire NHS Foundation Trust,Not Taking Supplement,deliveries,380
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RHW,Royal Berkshire NHS Foundation Trust,Start Of Pregnancy,deliveries,2080
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ1,Guys and St Thomas NHS Foundation Trust,Before Pregnancy,deliveries,270
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ1,Guys and St Thomas NHS Foundation Trust,Declined To Respond,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ1,Guys and St Thomas NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,615
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ1,Guys and St Thomas NHS Foundation Trust,Not Taking Supplement,deliveries,245
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ1,Guys and St Thomas NHS Foundation Trust,Start Of Pregnancy,deliveries,3015
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ2,Lewisham and Greenwich NHS Trust,Before Pregnancy,deliveries,1780
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ2,Lewisham and Greenwich NHS Trust,Declined To Respond,deliveries,60
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ2,Lewisham and Greenwich NHS Trust,Missing Value / Value outside reporting parameters,deliveries,95
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ2,Lewisham and Greenwich NHS Trust,Not Taking Supplement,deliveries,200
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ2,Lewisham and Greenwich NHS Trust,Start Of Pregnancy,deliveries,3635
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ6,Croydon Health Services NHS Trust,Before Pregnancy,deliveries,525
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ6,Croydon Health Services NHS Trust,Declined To Respond,deliveries,20
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ6,Croydon Health Services NHS Trust,Missing Value / Value outside reporting parameters,deliveries,25
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ6,Croydon Health Services NHS Trust,Not Taking Supplement,deliveries,110
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ6,Croydon Health Services NHS Trust,Start Of Pregnancy,deliveries,1245
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ7,St Georges University Hospitals NHS Foundation Trust,Before Pregnancy,deliveries,1215
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ7,St Georges University Hospitals NHS Foundation Trust,Declined To Respond,deliveries,25
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ7,St Georges University Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,40
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ7,St Georges University Hospitals NHS Foundation Trust,Not Taking Supplement,deliveries,200
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJ7,St Georges University Hospitals NHS Foundation Trust,Start Of Pregnancy,deliveries,1735
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJC,South Warwickshire NHS Foundation Trust,Before Pregnancy,deliveries,495
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJC,South Warwickshire NHS Foundation Trust,Declined To Respond,deliveries,40
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJC,South Warwickshire NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,245
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJC,South Warwickshire NHS Foundation Trust,Not Taking Supplement,deliveries,100
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJC,South Warwickshire NHS Foundation Trust,Start Of Pregnancy,deliveries,1395
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJE,University Hospitals of North Midlands NHS Trust,Before Pregnancy,deliveries,845
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJE,University Hospitals of North Midlands NHS Trust,Declined To Respond,deliveries,20
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJE,University Hospitals of North Midlands NHS Trust,Missing Value / Value outside reporting parameters,deliveries,75
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJE,University Hospitals of North Midlands NHS Trust,Not Taking Supplement,deliveries,500
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJE,University Hospitals of North Midlands NHS Trust,Start Of Pregnancy,deliveries,2465
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Before Pregnancy,deliveries,650
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Declined To Respond,deliveries,30
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Not Taking Supplement,deliveries,410
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Start Of Pregnancy,deliveries,2190
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJN,East Cheshire NHS Trust,Before Pregnancy,deliveries,460
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJN,East Cheshire NHS Trust,Missing Value / Value outside reporting parameters,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJN,East Cheshire NHS Trust,Not Taking Supplement,deliveries,30
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJN,East Cheshire NHS Trust,Start Of Pregnancy,deliveries,715
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJR,Countess of Chester Hospital NHS Foundation Trust,Before Pregnancy,deliveries,270
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJR,Countess of Chester Hospital NHS Foundation Trust,Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJR,Countess of Chester Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJR,Countess of Chester Hospital NHS Foundation Trust,Not Taking Supplement,deliveries,55
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJR,Countess of Chester Hospital NHS Foundation Trust,Start Of Pregnancy,deliveries,405
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJZ,Kings College Hospital NHS Foundation Trust,Before Pregnancy,deliveries,1040
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJZ,Kings College Hospital NHS Foundation Trust,Declined To Respond,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJZ,Kings College Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,80
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJZ,Kings College Hospital NHS Foundation Trust,Not Taking Supplement,deliveries,470
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RJZ,Kings College Hospital NHS Foundation Trust,Start Of Pregnancy,deliveries,4745
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Before Pregnancy,deliveries,25
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,1990
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Not Taking Supplement,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Start Of Pregnancy,deliveries,70
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RK9,University Hospitals Plymouth NHS Trust,Before Pregnancy,deliveries,720
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RK9,University Hospitals Plymouth NHS Trust,Declined To Respond,deliveries,80
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RK9,University Hospitals Plymouth NHS Trust,Missing Value / Value outside reporting parameters,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RK9,University Hospitals Plymouth NHS Trust,Not Taking Supplement,deliveries,310
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RK9,University Hospitals Plymouth NHS Trust,Start Of Pregnancy,deliveries,1970
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Before Pregnancy,deliveries,60
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Declined To Respond,deliveries,965
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Missing Value / Value outside reporting parameters,deliveries,20
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Not Taking Supplement,deliveries,430
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Start Of Pregnancy,deliveries,2745
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RL4,The Royal Wolverhampton NHS Trust,Before Pregnancy,deliveries,490
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RL4,The Royal Wolverhampton NHS Trust,Declined To Respond,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RL4,The Royal Wolverhampton NHS Trust,Missing Value / Value outside reporting parameters,deliveries,265
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RL4,The Royal Wolverhampton NHS Trust,Not Taking Supplement,deliveries,555
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RL4,The Royal Wolverhampton NHS Trust,Start Of Pregnancy,deliveries,2360
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RLQ,Wye Valley NHS Trust,Before Pregnancy,deliveries,115
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RLQ,Wye Valley NHS Trust,Declined To Respond,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RLQ,Wye Valley NHS Trust,Missing Value / Value outside reporting parameters,deliveries,65
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RLQ,Wye Valley NHS Trust,Not Taking Supplement,deliveries,50
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RLQ,Wye Valley NHS Trust,Start Of Pregnancy,deliveries,765
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RLT,George Eliot Hospital NHS Trust,Before Pregnancy,deliveries,280
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RLT,George Eliot Hospital NHS Trust,Declined To Respond,deliveries,120
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RLT,George Eliot Hospital NHS Trust,Missing Value / Value outside reporting parameters,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RLT,George Eliot Hospital NHS Trust,Not Taking Supplement,deliveries,255
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RLT,George Eliot Hospital NHS Trust,Start Of Pregnancy,deliveries,1290
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Before Pregnancy,deliveries,1445
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,20
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Not Taking Supplement,deliveries,380
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Start Of Pregnancy,deliveries,2110
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RMC,Bolton NHS Foundation Trust,Before Pregnancy,deliveries,755
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RMC,Bolton NHS Foundation Trust,Declined To Respond,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RMC,Bolton NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,145
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RMC,Bolton NHS Foundation Trust,Not Taking Supplement,deliveries,365
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RMC,Bolton NHS Foundation Trust,Start Of Pregnancy,deliveries,3130
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,Before Pregnancy,deliveries,315
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,Not Taking Supplement,deliveries,270
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,Start Of Pregnancy,deliveries,1130
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RN5,Hampshire Hospitals NHS Foundation Trust,Before Pregnancy,deliveries,1325
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RN5,Hampshire Hospitals NHS Foundation Trust,Declined To Respond,deliveries,25
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RN5,Hampshire Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,275
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RN5,Hampshire Hospitals NHS Foundation Trust,Not Taking Supplement,deliveries,300
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RN5,Hampshire Hospitals NHS Foundation Trust,Start Of Pregnancy,deliveries,1990
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RN7,Dartford and Gravesham NHS Trust,Before Pregnancy,deliveries,1110
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RN7,Dartford and Gravesham NHS Trust,Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RN7,Dartford and Gravesham NHS Trust,Missing Value / Value outside reporting parameters,deliveries,35
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RN7,Dartford and Gravesham NHS Trust,Not Taking Supplement,deliveries,365
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RN7,Dartford and Gravesham NHS Trust,Start Of Pregnancy,deliveries,2100
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RNA,The Dudley Group NHS Foundation Trust,Before Pregnancy,deliveries,75
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RNA,The Dudley Group NHS Foundation Trust,Declined To Respond,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RNA,The Dudley Group NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,3345
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RNA,The Dudley Group NHS Foundation Trust,Not Taking Supplement,deliveries,140
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RNA,The Dudley Group NHS Foundation Trust,Start Of Pregnancy,deliveries,510
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RNL,North Cumbria Integrated Care NHS Foundation Trust,Before Pregnancy,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RNL,North Cumbria Integrated Care NHS Foundation Trust,Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RNL,North Cumbria Integrated Care NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RNL,North Cumbria Integrated Care NHS Foundation Trust,Not Taking Supplement,deliveries,35
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RNL,North Cumbria Integrated Care NHS Foundation Trust,Start Of Pregnancy,deliveries,445
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RNN,North Cumbria Integrated Care NHS Foundation Trust,Before Pregnancy,deliveries,105
